PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
 MONTAJES Y ARMADO;MOA-F008;RETORNO LICORES BASES NACIONALES;F;3;OBSOLETO;2022-11-01;PICK & PACK;;;;;;;;1;2024-08-12;641; ;x;;
 MONTAJES Y ARMADO;MOA-F009;ABORDAJE Y DESABORDAJE DE LICORES VUELOS NACIONALES;F;3;OBSOLETO;2022-11-02;PICK & PACK;;;;;;;;1;2024-08-12;640; ;x;;
 MONTAJES Y ARMADO;MOA-F010;RECIBO DE LICORES Y ENTRETENIMENTO, VUELOS DE REGRESO AVIANCA;F;3;OBSOLETO;2022-11-03;PICK & PACK;;;;;;;;1;2024-08-12;639; ;x;;
 MONTAJES Y ARMADO;MOA-F011;CONTROL DE RETORNO DE LICORES VUELOS INTERNACIONALES;F;3;OBSOLETO;2022-11-04;PICK & PACK;;;;;;;;1;2024-08-12;638; ;x;;
 MONTAJES Y ARMADO;MOA-F012;ENTRADAS DE BEBIDAS Y CONSUMOS POR APROVECHAMIENTO;F;3;OBSOLETO;2022-11-05;PICK & PACK;;;;;;;;1;2024-08-12;637; ;x;;
 MONTAJES Y ARMADO;MOA-F013;EQUIPOS DVD SALIDAS;F;3;OBSOLETO;2022-11-06;PICK & PACK;;;;;;;;1;2024-08-12;636; ;x;;
 MONTAJES Y ARMADO;MOA-F015;EQUIPOS DVD ENTRADAS;F;3;OBSOLETO;2022-11-07;PICK & PACK;;;;;;;;1;2024-08-12;635; ;x;;
 MONTAJES Y ARMADO;MOA-F016;TABLA DE ELEMENTOS APROVECHADOS;F;2;OBSOLETO;2022-11-08;PICK & PACK;;;;;;;;1;2024-08-12;634; ;x;;
 MONTAJES Y ARMADO;MOA-F017;CONTROL DE SALIDA DE LICOR PARA VUELOS INTERNACIONALES Y NACIONALES;F;2;OBSOLETO;2022-11-09;PICK & PACK;;;;;;;;1;2024-08-12;633; ;x;;
 MONTAJES Y ARMADO;MOA-F018;ENTREGA DE CRISTALERIA AL ÁREA DE LOGISTICA;F;3;ANULADO;2022-11-10;CUBERTERIA;;;;;;;;1;2024-08-12;632;alerta;;X;
 MONTAJES Y ARMADO;MOA-F020;VERIFICACION JUGO LIGHT X 200;F;2;OBSOLETO;2022-11-11;PICK & PACK;;;;;;;;1;2024-08-12;631; ;x;;
 MONTAJES Y ARMADO;MOA-F021;ENTRADAS DE INSUMOS DE ENTRETENIMIENTO;F;1;OBSOLETO;2022-11-12;PICK & PACK;;;;;;;;1;2024-08-12;630; ;x;;
 MONTAJES Y ARMADO;MOA-F022;ENTREGA DE JUGOS A MAKE AND PAKE;F;1;OBSOLETO;2022-11-13;PICK & PACK;;;;;;;;1;2024-08-12;629; ;X;;
 MONTAJES Y ARMADO;MOA-F023;ENTREGA DE AUDIFONOS A LOGÍSTICA;F;1;ANULADO;2022-11-14;AUDIFONOS;;;;;;;;1;2024-08-12;628;alerta;;x;
 MONTAJES Y ARMADO;MOA-F024;CHECKLIST  -  TEMPERATURA DE ALMACENAMIENTO DE VINOS;F;1;OBSOLETO;2022-11-15;PICK & PACK;;;;;;;;1;2024-08-12;627; ;X;;
 MONTAJES Y ARMADO;MOA-F028;RECIBO DE EQUIPO BARES Y LICORES, REGRESOS VUELOS DE LAN;F;1;OBSOLETO;2022-11-16;PICK & PACK;;;;;;;;1;2024-08-12;626; ;x;;
 MONTAJES Y ARMADO;MOA-F029;SEGUIMIENTO DE FALTANTES BARES Y LICORES VUELOS INTERNACIONALES DE LAN;F;1;OBSOLETO;2022-11-17;PICK & PACK;;;;;;;;1;2024-08-12;625; ;x;;
 MONTAJES Y ARMADO;MOA-F030;ENTREGA DE BEBIDAS Y LICORES LAN A LOGISTICA;F;1;OBSOLETO;2022-11-18;PICK & PACK;;;;;;;;1;2024-08-12;624; ;x;;
 MONTAJES Y ARMADO;MOA-F034;ENTREGA Y RECIBO INSUMOS Y BEBIDAS AEROMEXICO;F;;OBSOLETO;2022-11-19;PICK & PACK;;;;;;;;1;2024-08-12;623; ;x;;
 MONTAJES Y ARMADO;MOA-F035;CONTROL ENTREGA DE EQUIPO DE CUBERTERIA A MAKE & PACK;F;1;OBSOLETO;2022-11-20;PICK & PACK;;;;;;;;1;2024-08-12;622; ;X;;
 MONTAJES Y ARMADO;MOA-I011;CLASIFICACIÓN DE AUDÍFONOS;I;3;ANULADO;2022-11-21;AUDIFONOS;;;;;;;;2;2024-08-12;621;alerta;;x;
 MONTAJES Y ARMADO;MOA-I012;MONTAJE DE INSUMOS, BEBIDAS Y VASOS DE AEROLINEAS ARGENTINAS;I;;OBSOLETO;2022-11-22;PICK & PACK;;;;;;;;2;2024-08-12;620; ;x;;
 MONTAJES Y ARMADO;MOA-I013;MONTAJE DE TULAS CON AUDÍFONOS;I;3;OBSOLETO;2022-11-23;PICK & PACK;;;;;;;;2;2024-08-12;619; ;x;;
 MONTAJES Y ARMADO;MOA-I015;MONTAJE DE TROLLEY STAND BY PARA NACIONAL;I;;OBSOLETO;2022-11-24;PICK & PACK;;;;;;;;2;2024-08-12;618; ;x;;
 MONTAJES Y ARMADO;MOA-I024;ARMADO DE CAJAS CON INSTACREM;I;2;OBSOLETO;2022-11-25;PICK & PACK;;;;;;;;2;2024-08-12;617; ;x;;
 MONTAJES Y ARMADO;MOA-I025;ARMADO DE CAJAS CON SERVILLETAS;I;2;OBSOLETO;2022-11-26;PICK & PACK;;;;;;;;2;2024-08-12;616; ;x;;
 MONTAJES Y ARMADO;MOA-I026;ARMADO DE CAJAS CON MANÍ;I;4;OBSOLETO;2022-11-27;PICK & PACK;;;;;;;;2;2024-08-12;615; ;x;;
 MONTAJES Y ARMADO;MOA-I027;PESAJE DE CREMA Y AZUCAR EN BOLSA;I;4;OBSOLETO;2022-11-28;PICK & PACK;;;;;;;;2;2024-08-12;614; ;x;;
 MONTAJES Y ARMADO;MOA-I031;BARES - IBERIA AVION 346 Y 340 MONTAJE DE TROLLEY;I;2;OBSOLETO;2022-11-29;PICK & PACK;;;;;;;;2;2024-08-12;613; ;x;;
 MONTAJES Y ARMADO;MOA-I032;MANEJO DE BANDEJAS ADICIONALES EN NEVERA CTPA    ;I;1;OBSOLETO;2022-11-30;SERVICE DELIVERY;;;;;;;;2;2024-08-12;612; ;x;;
 MONTAJES Y ARMADO;MOA-I035;REVISION DE JUGOS X 200 ML;I;3;OBSOLETO;2022-12-01;PICK & PACK;;;;;;;;2;2024-08-12;611; ;x;;
 MONTAJES Y ARMADO;MOA-I036;HIGIENIZACION Y ARMADO DE CRISTALERÍA;I;2;OBSOLETO;2022-12-02;CUBERTERIA;;;;;;;;2;2024-08-12;610; ;x;;
 MONTAJES Y ARMADO;MOA-I037;HIGIENIZACION Y ARMADO SET DE CUBIERTOS;I;2;OBSOLETO;2022-12-03;CUBERTERIA;;;;;;;;2;2024-08-12;609; ;x;;
 MONTAJES Y ARMADO;MOA-I039;MAPA MONTAJE Y ARMADO DE ENTRETENIMIENTO  Y DOCUMENTACION;I;;OBSOLETO;2022-12-04;PICK & PACK;;;;;;;;;2024-08-12;608; ;x;;
 MONTAJES Y ARMADO;MOA-I040;;I;;OBSOLETO;2022-12-05;PICK & PACK;;;;;;;;;2024-08-12;607; ;x;;
 MONTAJES Y ARMADO;MOA-I041;MAPA MONTAJE DE VUELOS NACIONALES;I;;OBSOLETO;2022-12-06;PICK & PACK;;;;;;;;;2024-08-12;606; ;x;;
 MONTAJES Y ARMADO;MOA-I042;MONTAJE DE INSUMOS Y  BEBIDAS DE AEROMEXICO;I;;OBSOLETO;2022-12-07;PICK & PACK;;;;;;;;2;2024-08-12;605; ;x;;
 MONTAJES Y ARMADO;MOA-I043;APROVECHAMIENTO DE BEBIDAS Y LICORES LAN;I;;OBSOLETO;2022-12-08;PICK & PACK;;;;;;;;2;2024-08-12;604; ;x;;
 MONTAJES Y ARMADO;MOA-I045;ARMADO DE VASOS VUELOS NACIONALES;I;2;OBSOLETO;2022-12-09;PICK & PACK;;;;;;;;2;2024-08-12;603; ;x;;
 MONTAJES Y ARMADO;MOA-I046;ARMADO DE VASOS VUELOS INTERNACIONALES;I;2;OBSOLETO;2022-12-10;PICK & PACK;;;;;;;;2;2024-08-12;602; ;x;;
 MONTAJES Y ARMADO;MOA-I049;ARMADO SET CUBIERTOS TERCEROS;I;2;OBSOLETO;2022-12-11;CUBERTERIA;;;;;;;;2;2024-08-12;601; ;x;;
 MONTAJES Y ARMADO;MOA-I054;ARMADO DE GAVETAS CON MANTELERIA, CUBIERTOS Y LOZA;I;;ANULADO;2022-12-12;CUBERTERIA;;;;;;;;;2024-08-12;600;alerta;;X;
 MONTAJES Y ARMADO;MOA-L003;LAYOUT  ESTACION DE LICORES VUELOS NACIONELAES E INTERNACIONALES AVIANCA (FRENTE);L;3;OBSOLETO;2022-12-13;PICK & PACK;;;;;;;;2;2024-08-12;599; ;x;;
 MONTAJES Y ARMADO;MOA-L005;LAYOUT BEBIDAS NO ALCOHÓLICAS VLOS INTER, LARGO, MEDIO, CORTO RADIO Y NACIONALES;L;5;OBSOLETO;2022-12-14;PICK & PACK;;;;;;;;2;2024-08-12;598; ;x;;
 MONTAJES Y ARMADO;MOA-L006;MAPA DEL AREA DE LICORES;L;3;OBSOLETO;2022-12-15;PICK & PACK;;;;;;;;2;2024-08-12;597; ;x;;
ARMADO DE BARES Y LICORES ;MOA-L007;LAYOUT ESTACION ARMADO DE GAVETAS INTERNACIONALES;L;8;OBSOLETO;2022-12-16;PICK & PACK;;;;;;;;2;2024-08-12;596; ;x;;
ARMADO DE BARES Y LICORES ;MOA-L009;LAYOUT APROVECHAMIENTO DE BEBIDAS E INSUMOS NACIONALES;L;1;OBSOLETO;2022-12-17;PICK & PACK;;;;;;;;2;2024-08-12;595; ;x;;
 MONTAJES Y ARMADO;MOA-L021;LAYOUT ESTACION ARMADO DE GAVETAS NACIONALES;L;6;OBSOLETO;2022-12-18;PICK & PACK;;;;;;;;2;2024-08-12;594; ;x;;
 MONTAJES Y ARMADO;MOA-L026;LAYOUT ESTACION DE ENTRETENIMIENTO;L;2;OBSOLETO;2022-12-19;PICK & PACK;;;;;;;;1;2024-08-12;593; ;x;;
 MONTAJES Y ARMADO;MOA-L028;MAPA ÁREA DE CUBERTERÍA Y CRISTALERÍA;L;5;OBSOLETO;2022-12-20;CUBERTERIA;;;;;;;;2;2024-08-12;592; ;x;;
 MONTAJES Y ARMADO;MOA-L029;LAYOUT ESTACIÓN DE HIGIENIZACIÓN Y MONTAJE DE EQUIPO DE IBERIA Y AEROMEXICO;L;2;OBSOLETO;2022-12-21;CUBERTERIA;;;;;;;;2;2024-08-12;591; ;x;;
 MONTAJES Y ARMADO;MOA-L030;LAYOUT ESTACIÓN DE HIGIENIZACIÓN Y MONTAJE DE EQUIPO DE LAN;L;2;OBSOLETO;2022-12-22;CUBERTERIA;;;;;;;;2;2024-08-12;590; ;x;;
 MONTAJES Y ARMADO;MOA-L031;LAYOUT ESTACION MONTAJE DE GAVETAS CON CRISTALERIA Y CUBERTERIA PARA AVIANCA, TACA Y AEROLINEAS ARGENTINAS;L;2;OBSOLETO;2022-12-23;CUBERTERIA;;;;;;;;2;2024-08-12;589; ;x;;
 MONTAJES Y ARMADO;MOA-L034;LAYOUT MONTAJE DE TULAS CON AUDÍFONOS;L;4;ANULADO;2022-12-24;AUDIFONOS;;;;;;;;2;2024-08-12;588;alerta;;x;
ARMADO DE BARES Y LICORES ;MOA-P006;CLASIFICAR Y MONTAR  TULAS DE AUDÍFONOS ;P;2;ANULADO;2022-12-25;AUDIFONOS;;;;;;;;2;2024-08-12;587;alerta;;x;
ARMADO DE BARES Y LICORES ;MOA-P008;ARMAR  CUBIERTERÍA Y CRISTALERÍA;P;2;ANULADO;2022-12-26;CUBERTERIA;;;;;;;;1;2024-08-12;586;alerta;;X;
 MANTENIMIENTO PLANTA Y EQUIPO;MPE-F010;INSPECCIÓN DE EQUIPOS TODO Y LOCATIVOS CASINO TPA;F;3;OBSOLETO;2022-12-27;MANTENIMIENTO;;;;;;;;1;2024-08-12;585; ;X;;
 MANTENIMIENTO PLANTA Y EQUIPO;MPE-I009;INSPECCION DE EXTINTORES PLANTA Y VEHICULAR;I;2;ANULADO;2022-12-28;MANTENIMIENTO;;;;;;;;2;2024-08-12;584;alerta;;X;
 MANTENIMIENTO DE PLANTA;MPE-L009;MAPA AREA TALLER DE MANTENIMIENTO;L;2;DESACTUALIZADO;2022-12-29;MANTENIMIENTO;;;;;;;;2;2024-08-12;583;alerta;;;
 MANTENIMIENTO PLANTA Y EQUIPO;MPE-P002;INSPECCION Y MANTENIMIENTO DE EQUIPOS E INFRAESTRUCTURA;P;2;ANULADO;2022-12-30;MANTENIMIENTO;;;;;;;;1;2024-08-12;582;alerta;;X;
 MANTENIMIENTO DE PLANTA ;MPL-F003;RUTA PARA LA INSPECCIÓN LOCATIVA Y DE INFRAESTRUCTURA;F;4;DESACTUALIZADO;2022-12-31;MANTENIMIENTO;;;;;;;;1;2024-08-12;582;alerta;;;
 MANTENIMIENTO DE PLANTA ;MPL-F005;ORDEN DE TRABAJO;F;8;DESACTUALIZADO;2023-01-01;MANTENIMIENTO;;;;;;;;1;2024-08-12;581;alerta;;;
 MANTENIMIENTO DE PLANTA ;MPL-F006;SOLICITUD DE TRABAJO A MANTENIMIENTO ;F;6;DESACTUALIZADO;2023-01-02;MANTENIMIENTO;;;;;;;;1;2024-08-12;580;alerta;;;
 MANTENIMIENTO PLANTA Y EQUIPO;MPL-F008;;;;;2023-01-03;;;;;;;;;;2024-08-12;579;alerta;;;
 MANTENIMIENTO DE PLANTA ;MPL-F009;ENTREGA DE TRABAJO DE MANTENIMIENTO A LAS DIFERENTES ÁREAS;F;2;OBSOLETO;2023-01-04;MANTENIMIENTO;;;;;;;;1;2024-08-12;578; ;X;;
 MANTENIMIENTO DE PLANTA ;MPL-F015;CONTROL Y MANEJO  DE LLAVES;F;3;DESACTUALIZADO;2023-01-05;MANTENIMIENTO;;;;;;;;1;2024-08-12;577;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-F016;CONTROL PROGRAMA DE RESIDUOS;F;1;OBSOLETO;2023-01-06;MANTENIMIENTO;;;;;;;;1;2024-08-12;576; ;x;;
 MANTENIMIENTO DE PLANTA ;MPL-F019;ENTREGA FORMAL DE LLAVES A FUNCIONARIOS;F;3;OBSOLETO;2023-01-07;MANTENIMIENTO;;;;;;;;1;2024-08-12;575; ;x;;
 MANTENIMIENTO DE PLANTA;MPL-F020;AUDITORIA  PRESTADORES DE SERVICIOS Y SUMINISTRO DE REPUESTOS PARA MANTENIMIENTO;F;1;DESACTUALIZADO;2023-01-08;MANTENIMIENTO;;;;;;;;1;2024-08-12;574;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-F022;RONDA DE VERIFICACIÓN DE LAVAMANOS ;F;3;DESACTUALIZADO;2023-01-09;MANTENIMIENTO;;;;;;;;;2024-08-12;573;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-I001;PROTECCIÓN Y USO DE ELEMENTOS PARA ATENDER DERRAMES DE HIDROCARBUROS;;;DESACTUALIZADO;2023-01-10;MANTENIMIENTO;;;;;;;;;2024-08-12;572;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-I002;ATENDER INCIDENTES POR DERRAME QUIMICOS Y/O FISICOS;I;2;DESACTUALIZADO;2023-01-11;MANTENIMIENTO;;;;;;;;;2024-08-12;571;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-I003;APLICATIVO MANTIX PLAN DE MANTENIMIENTO;I;1;DESACTUALIZADO;2023-01-12;MANTENIMIENTO;;;;;;;;;2024-08-12;570;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L001;MAPA GENERAL AREA DE MANTENIMIENTO;L;6;DESACTUALIZADO;2023-01-13;MANTENIMIENTO;;;;;;;;2;2024-08-12;569;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L002;MAPA DE LA OFICINA DE MANTENIMIENTO;L;5;DESACTUALIZADO;2023-01-14;MANTENIMIENTO;;;;;;;;2;2024-08-12;568;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L003;MAPA ÁREA DE ALMACÉN LOCATIVO Y VEHICULAR DE MANTENIMIENTO;L;4;DESACTUALIZADO;2023-01-15;MANTENIMIENTO;;;;;;;;2;2024-08-12;567;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L004;MAPA CUARTO DE MAQUINAS DE ASCENSORES 1;L;3;DESACTUALIZADO;2023-01-16;MANTENIMIENTO;;;;;;;;2;2024-08-12;566;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L005;MAPA CUARTO DE MAQUINAS DE ASCENSORES 2;L;3;DESACTUALIZADO;2023-01-17;MANTENIMIENTO;;;;;;;;2;2024-08-12;565;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L006;MAPA CUARTO DE MAQUINAS DE ASCENSORES 3;L;3;DESACTUALIZADO;2023-01-18;MANTENIMIENTO;;;;;;;;2;2024-08-12;564;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L007;MAPA DE MATERIALES PARA DISPOSICION FINAL;L;2;DESACTUALIZADO;2023-01-19;MANTENIMIENTO;;;;;;;;2;2024-08-12;563;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L008;MAPA ÁREA DE ARCHIVO DE MANTENIMIENTO;L;3;DESACTUALIZADO;2023-01-20;MANTENIMIENTO;;;;;;;;2;2024-08-12;562;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L010;ÁREA DE TANQUE AGUAS GRISES;L;3;DESACTUALIZADO;2023-01-21;MANTENIMIENTO;;;;;;;;2;2024-08-12;561;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-L011;ZONA DE TANQUES PARA AGUA POTABLE, INCENDIOS Y PARA GRASAS;L;2;DESACTUALIZADO;2023-01-22;MANTENIMIENTO;;;;;;;;2;2024-08-12;560;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-P001;INSPECCION Y MANTENIMIENTO LOCATIVO Y DE INFRAESTRUCTURA;P;1;DESACTUALIZADO;2023-01-23;MANTENIMIENTO;;;;;;;;;2024-08-12;559;alerta;;;X
 MANTENIMIENTO DE PLANTA;MPL-P006;MANEJO DE LLAVES;P;5;DESACTUALIZADO;2023-01-24;MANTENIMIENTO;;;;;;;;2;2024-08-12;558;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-P007;PLAN DE CONTINGENCIA POR FALLA EN ASCENSORES;P;4;DESACTUALIZADO;2023-01-25;MANTENIMIENTO;;;;;;;;3;2024-08-12;557;alerta;;;
 MANTENIMIENTO DE PLANTA;MPL-P008;VERIFICACIÓN Y ACTUALIZACIÓN DEL PLAN DE MANTENIMIENTO PREVENTIVO POR MEDIO DEL APLICATIVO MANTIX;P;1;DESACTUALIZADO;2023-01-26;MANTENIMIENTO;;;;;;;;4;2024-08-12;556;alerta;;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-F001;REGISTRO DE MANTENIMIENTO PREVENTIVOS DE EQUIPOS DE COMPUTO;F;2;OBSOLETO;2023-01-27;SISTEMAS;;;;;;;;1;2024-08-12;555; ;X;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-F002;REGISTRO DE MANTENIMIENTOS CORRECTIVOS DE EQUIPOS DE COMPUTO;F;2;OBSOLETO;2023-01-28;SISTEMAS;;;;;;;;1;2024-08-12;554; ;X;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-F003;ORDEN DE TRABAJO;F;1;OBSOLETO;2023-01-29;SISTEMAS;;;;;;;;1;2024-08-12;553; ;X;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-L001;MAPA DE OFICINA DE SISTEMAS;L;1;DESACTUALIZADO;2023-01-30;SISTEMAS;;;;;;;;1;2024-08-12;552;alerta;;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-L002;LAYOUT BODEGA DE ALMACENAMIENTO DE EQUIPOS DE SISTEMAS;L;1;DESACTUALIZADO;2023-01-31;SISTEMAS;;;;;;;;1;2024-08-12;552;alerta;;;
 MANTENIMIENTO DE REDES Y EQUIPOS;MRE-P006;REVISION Y MANTENIMIENTO PREVENTIVO DE EQUIPOS DE COMPUTO;P;2;OBSOLETO;2023-02-01;SISTEMAS;;;;;;;;1;2024-08-12;551; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F001;SOLICITUD DE CREACION O ACTUALIZACION DE USUARIOS AL AREA DE SISTEMAS;F;2;OBSOLETO;2023-02-02;SISTEMAS;;;;;;;;1;2024-08-12;550; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F002;SOLICITUD DE PRESTAMO DE EQUIPO AL AREA DE SISTEMAS;F;2;OBSOLETO;2023-02-03;SISTEMAS;;;;;;;;1;2024-08-12;549; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F003;CHECKLIST RETIRO DE USUARIOS DE LA COMPAÑÍA;F;2;OBSOLETO;2023-02-04;SISTEMAS;;;;;;;;1;2024-08-12;548; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F004;REGISTRO DE EQUIPOS EN PRESTAMO;F;2;OBSOLETO;2023-02-05;SISTEMAS;;;;;;;;1;2024-08-12;547; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F005;REGISTRO DE MANTENIMIENTO DEL SISTEMA DE MONITOREO Y VIGILANCIA ;F;1;DESACTUALIZADO;2023-02-06;SISTEMAS;;;;;;;;1;2024-08-12;546;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F006;ENTREGA DE VEHÍCULO;F;2;OBSOLETO;2023-02-07;SISTEMAS;;;;;;;;;2024-08-12;545; ;x;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F007;HOJA DE VIDA DEL VEHÍCULO;F;2;DESACTUALIZADO;2023-02-08;SISTEMAS;;;;;;;;;2024-08-12;544;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F008;REGISTRO DE TRABAJO - SMV;F;1;DESACTUALIZADO;2023-02-09;SISTEMAS;;;;;;;;1;2024-08-12;543;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F009;NOTIFICACIÓN DE DAÑOS EN SMV;F;1;DESACTUALIZADO;2023-02-10;SISTEMAS;;;;;;;;;2024-08-12;542;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F010;PROGRAMACIÓN DE VEHÍCULOS PARA MANTENIMIENTO DE SMV;F;1;DESACTUALIZADO;2023-02-11;SISTEMAS;;;;;;;;;2024-08-12;541;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F011;LISTA DE CHEQUEO ESTADO DEL VEHÍCULO Y SMV;F;1;DESACTUALIZADO;2023-02-12;SISTEMAS;;;;;;;;;2024-08-12;540;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F012;SOLICITUD DE GRABACIONES SMV;F;1;DESACTUALIZADO;2023-02-13;SISTEMAS;;;;;;;;;2024-08-12;539;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-F013;ENTREGA DE GRABACIONES SMV;F;1;DESACTUALIZADO;2023-02-14;SISTEMAS;;;;;;;;;2024-08-12;538;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I001;CONFIGURACIÓN DEL TELEVISOR DEL FILTRO SANITARIO;I;2;OBSOLETO;2023-02-15;SISTEMAS;;;;;;;;;2024-08-12;537; ;x;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I002;PROCESO DE SOLICITUD DE COTIZACIONES CON EL PROGRAMA WEBCOM;I;2;DESACTUALIZADO;2023-02-16;SISTEMAS;;;;;;;;2;2024-08-12;536;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I003;IMPRESIÓN DE ETIQUETAS CONTROL DE TROLLEY EN EL ÁREA DE LOGÍSTICA;I;2;DESACTUALIZADO;2023-02-17;SISTEMAS;;;;;;;;;2024-08-12;535;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I004;INICIO DEL PROGRAMA EASYLOBBY;I;3;DESACTUALIZADO;2023-02-18;SISTEMAS;;;;;;;;;2024-08-12;534;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I005;GENERACIÓN DE REPORTES EN PROGRAMA EASYLOBBY;I;2;DESACTUALIZADO;2023-02-19;SISTEMAS;;;;;;;;;2024-08-12;533;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I006;RECECPCIÓN DE PAQUETE CON EL PROGRAMA EASYLOBBY;I;2;OBSOLETO;2023-02-20;SISTEMAS;;;;;;;;;2024-08-12;532; ;x;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I007;REGISTRO DE VISITANTES CON EL PROGRAMA EASYLOBBY;I;3;DESACTUALIZADO;2023-02-21;SISTEMAS;;;;;;;;;2024-08-12;531;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I008;INSTALACIÓN Y CONFIGURACIÓN APLICACIÓN ZELLO;I;2;OBSOLETO;2023-02-22;SISTEMAS;;;;;;;;;2024-08-12;530; ;x;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I009;USO DE PROGRAMA BIOADMIN;I;1;OBSOLETO;2023-02-23;SISTEMAS;;;;;;;;2;2024-08-12;529; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I010;USO DE PROGRAMA SECUREADMIN;I;1;OBSOLETO;2023-02-24;SISTEMAS;;;;;;;;2;2024-08-12;528; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I011;USO DE APLICACIÓN AEROADMIN PARA ACCESO REMOTO A LOS MINIPC - TVs;I;2;OBSOLETO;2023-02-25;SISTEMAS;;;;;;;;;2024-08-12;527; ;x;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I012;USO Y CONFIGURACIÓN DE LA APLICACIÓN AUDIOTIME;I;1;OBSOLETO;2023-02-26;SISTEMAS;;;;;;;;1;2024-08-12;526; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I013;USO Y CONFIGURACIÓN DE APLICACIÓN AEROADMIN;I;1;OBSOLETO;2023-02-27;SISTEMAS;;;;;;;;;2024-08-12;525; ;X;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I014;USO DE CARPETA DE RED COMO BACKUP DE APLICACIONES UTILIZADAS EN LOS PROCESOS CORE;I;1;DESACTUALIZADO;2023-02-28;SISTEMAS;;;;;;;;1;2024-08-12;524;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I015;CREACIÓN DE ARCHIVOS DE DATOS (.PST) EN OUTLOOK;I;2;DESACTUALIZADO;2023-03-01;SISTEMAS;;;;;;;;;2024-08-12;521;alerta;;;
 MANEJO DE SOFTWARE Y EQUIPOS;MSE-I016;INSTALACION Y CONFIGURACION  APLICACIÓN AIRWATCH USANDO EL CORREO CORPORATIVO;I;1;OBSOLETO;2023-03-02;SISTEMAS;;;;;;;;1;2024-08-12;520; ;x;;
